,0,1,2,3,4,5,6,7,8,9,10,11
1133,0.3590654581785202,51.72563934326172,69.95834732055664,131.8197021484375,1025.2009887695312,96.45550155639648,8.585536003112793,118.32746505737305,55.978227615356445,-2.5443227291107178,3.1771308183670044,0.2940404564142225
3844,0.3566582351922989,51.67227363586426,69.99184036254883,132.01548767089844,1017.594970703125,96.48619842529297,8.219781875610352,118.21489334106445,55.96880531311035,-2.7646429538726807,3.1925188302993774,0.2960887998342515
1796,0.35847389698028564,51.740684509277344,69.92214965820312,131.25504302978516,1024.50390625,96.07376098632812,8.293607711791992,118.22473526000977,55.96495056152344,-2.5447168350219727,3.2069733142852783,0.28474272787570953
4844,0.3624126464128494,51.6842041015625,69.96234893798828,132.63986206054688,1039.6494750976562,95.03747177124023,8.915901184082031,117.9653434753418,55.981069564819336,-2.6698553562164307,3.205432415008545,0.2910766899585725
750,0.3599099963903427,51.82479286193848,70.01835632324219,130.80695343017578,1023.4544067382812,96.81239318847656,8.389102935791016,118.64728546142578,55.972639083862305,-2.6849716901779175,3.1965564489364624,0.294561430811882
2705,0.35743749141693115,51.76045799255371,70.01588439941406,131.93253326416016,1020.263427734375,96.93194580078125,8.226818561553955,118.35583877563477,56.04638671875,-2.7084814310073853,3.2003424167633057,0.2958782762289045
2396,0.35912175476551056,51.62799263000488,70.02753067016602,132.42798614501953,1020.4679870605469,96.65583038330078,8.284760475158691,118.23594665527344,55.84442710876465,-2.670900344848633,3.1925048828125,0.29490864276886
1949,0.35819433629512787,51.71854591369629,69.9622688293457,132.1979522705078,1025.1660766601562,95.72029113769531,8.2128267288208,118.10379409790039,56.044742584228516,-2.359874963760376,3.1781673431396484,0.3001308888196945
380,0.3645903617143631,51.67216682434082,70.00551986694336,131.83921813964844,1024.14306640625,96.2364616394043,8.190258979797363,118.5838851928711,55.98159599304199,-2.7450056076049805,3.183333992958069,0.292477086186409
2437,0.35594725608825684,51.751190185546875,69.97366714477539,132.10069274902344,1020.4306335449219,96.30834197998047,8.159231185913086,118.10172271728516,55.973276138305664,-2.7550684213638306,3.2009148597717285,0.2942813634872435
3818,0.359871581196785,51.80574607849121,69.96198272705078,132.01909637451172,1017.9606628417969,96.72624969482422,8.400548458099365,118.47869491577148,56.0521183013916,-2.6379929780960083,3.2023226022720337,0.2916470617055895
91,0.3639458119869232,51.789161682128906,69.9966926574707,132.1829833984375,1019.6267700195312,95.91520309448242,8.234344005584717,118.21581649780273,56.01424217224121,-2.8146344423294067,3.187489628791809,0.2856068164110185
260,0.3708290010690689,51.784996032714844,69.92452239990234,131.48651885986328,1019.9849853515625,96.19693756103516,8.257439613342285,118.43344116210938,56.09318542480469,-2.7896732091903687,3.2014366388320923,0.2858583629131315
3251,0.35875071585178375,51.669246673583984,69.95911407470703,131.89766693115234,1017.5730285644531,96.60076904296875,8.268001079559326,118.31529998779297,55.980024337768555,-2.809865355491638,3.1977964639663696,0.28806935250759147
1501,0.3523320257663727,51.72557067871094,69.97325897216797,131.41837310791016,1025.2673950195312,95.89156341552734,8.293078899383545,118.26758193969727,55.967519760131836,-2.4068148136138916,3.204537868499756,0.29686915874481246
5398,0.36022357642650604,51.72760772705078,69.9184684753418,130.5958709716797,1019.8814392089844,95.88835144042969,9.071847915649414,118.45756912231445,55.98911476135254,-2.286779999732971,3.2233729362487793,0.288061887025833
2483,0.3581435978412628,51.76205635070801,70.03933715820312,131.4689178466797,1019.2059936523438,96.29796600341797,8.118670463562012,118.23441314697266,55.95727729797363,-2.650720715522766,3.221155524253845,0.28445692360401154
3945,0.35755735635757446,51.72381782531738,69.96682739257812,131.69664001464844,1018.6556091308594,96.25564193725586,8.128028392791748,118.23514175415039,55.983985900878906,-2.8008424043655396,3.213789939880371,0.283410906791687
4750,0.3530110567808151,51.62149620056152,70.04696273803711,131.35045623779297,1030.5642700195312,92.53311920166016,8.966350555419922,116.02315521240234,55.991416931152344,-2.402661442756653,3.210993766784668,0.30275994539260853
2641,0.3573419004678726,51.68363571166992,69.95105361938477,132.74507904052734,1019.9906005859375,97.02059555053711,8.330767631530762,118.4603042602539,55.9633731842041,-2.651947021484375,3.182336688041687,0.29352839291095745
3713,0.35774141550064087,51.71177864074707,69.98054504394531,132.10873413085938,1017.45556640625,96.37773132324219,8.318785190582275,118.31091690063477,55.98039627075195,-2.704224944114685,3.192309021949768,0.292824998497963
436,0.36933353543281555,51.82659149169922,69.98132705688477,130.63711547851562,1019.7183837890625,96.44113540649414,8.011043548583984,118.6583366394043,55.97566604614258,-2.859527826309204,3.2081176042556763,0.28074039518833205
3663,0.3620307594537735,51.75058937072754,69.99689483642578,131.57262420654297,1024.676025390625,96.2571029663086,8.22525691986084,118.21835327148438,56.07436752319336,-2.8004846572875977,3.2116652727127075,0.2899745255708695
769,0.3583393841981888,51.749176025390625,69.95882415771484,130.54438018798828,1023.9365234375,96.43781661987305,8.301581859588623,118.4666976928711,55.9724006652832,-2.6500582695007324,3.2109349966049194,0.29177892208099354
4056,0.35944443941116333,51.67720031738281,70.02667617797852,131.2447967529297,1017.6022338867188,96.09118270874023,8.092428207397461,118.18780899047852,55.98270034790039,-2.762766480445862,3.223466396331787,0.290083423256874
5035,0.3562334328889847,51.727783203125,70.06139755249023,132.2323760986328,1020.1028137207031,95.76867294311523,8.887810707092285,118.15176010131836,56.009910583496094,-2.7497453689575195,3.203594207763672,0.2845845222473145
2966,0.35965485870838165,51.65151023864746,70.02585220336914,131.38469696044922,1018.683349609375,96.7430534362793,8.20844554901123,118.38150024414062,56.027761459350586,-2.694114923477173,3.2277427911758423,0.2919765263795855
2238,0.3589073717594147,51.723209381103516,69.97476196289062,131.95277404785156,1019.2300720214844,95.64395523071289,8.169775485992432,117.98790740966797,55.89197540283203,-2.6095224618911743,3.2007880210876465,0.2919437289237975
829,0.3603581190109253,51.67213821411133,70.01169204711914,131.17000579833984,1024.2105712890625,96.68179702758789,8.560690879821777,118.62129974365234,56.00522422790527,-2.5793601274490356,3.2110276222229004,0.3012704253196715
251,0.3713447153568268,51.74831199645996,69.9677619934082,131.59673309326172,1019.4785461425781,96.47273635864258,8.191477298736572,118.4552116394043,56.02784538269043,-2.8035420179367065,3.1992363929748535,0.28118194639682803
5784,0.3601635843515396,51.725624084472656,70.05362701416016,131.25723266601562,1020.9479064941406,95.91383743286133,8.867003917694092,118.34895324707031,55.96418762207031,-2.24942409992218,3.220569372177124,0.28328116238117196
2427,0.35570091009140015,51.69030952453613,69.9832649230957,132.14935302734375,1020.2976989746094,96.16862106323242,8.141735553741455,118.0853500366211,55.89567756652832,-2.754295229911804,3.19870924949646,0.2921605259180065
4191,0.360136017203331,51.71151161193848,69.97611618041992,132.0160675048828,1017.8119812011719,96.44796371459961,8.188797950744629,118.28865814208984,55.98703956604004,-2.5528056621551514,3.2005372047424316,0.28771227598190297
4638,0.36069613695144653,51.6910400390625,69.95474624633789,130.79502868652344,1020.3641662597656,94.74433135986328,8.880817890167236,117.4978141784668,58.01948547363281,-2.4496583938598633,3.226983904838562,0.30224315822124503
1699,0.36186888813972473,51.79685974121094,69.9725570678711,131.24154663085938,1024.8449096679688,96.4325180053711,8.425868034362793,118.32223510742188,55.99368667602539,-2.5980072021484375,3.2137566804885864,0.2907642275094985
2744,0.3573278337717056,51.72978401184082,70.03975296020508,132.2648696899414,1020.728515625,96.97652816772461,8.099599361419678,118.27859115600586,56.01193428039551,-2.875033736228943,3.1849958896636963,0.2898035496473315
1510,0.3558562994003296,51.6981315612793,69.97188568115234,131.37638092041016,1025.4537353515625,95.73401260375977,8.241907119750977,118.19477081298828,55.97268295288086,-2.4314152002334595,3.2047489881515503,0.293567553162575
179,0.36650799214839935,51.66378974914551,69.99668502807617,131.1850128173828,1020.4871826171875,95.77983474731445,8.146409034729004,118.33035278320312,55.962711334228516,-2.957105278968811,3.216670870780945,0.2824120968580245
